"title","year_of_release","genre","rating","platform"
"Worms Armageddon",1999,"Strategy","","N64"
"Worms Armageddon",1999,"Strategy","","PS"
"Worms Blast",2002,"Puzzle","E","GC"
"Worms Forts: Under Siege",2004,"Strategy","T","PS2"
"Worms Forts: Under Siege",2004,"Strategy","T","XB"
"Worms Reloaded",2010,"Strategy","E10+","PC"
"Worms World Party",2002,"Strategy","E","GBA"
"Worms World Party",2001,"Strategy","E","PC"
"Worms: A Space Oddity",2008,"Strategy","E10+","Wii"
"Worms: Battle Islands",2010,"Strategy","E10+","Wii"
"Worms: Open Warfare",2006,"Strategy","E10+","DS"
"Worms: Open Warfare",2006,"Strategy","E10+","PSP"
"Worms: Open Warfare 2",2007,"Strategy","E10+","DS"
"Worms: Open Warfare 2",2007,"Strategy","E10+","PSP"
"Worms: Ultimate Mayhem",2011,"Strategy","E10+","PC"
"Worms: WMD",2016,"Action","E10+","PS4"
"Worms: WMD",2016,"Action","E10+","XOne"
"Wrath Unleashed",2004,"Strategy","T","PS2"
"Wrath Unleashed",2004,"Strategy","T","XB"
"WRC 2: FIA World Rally Championship",2011,"Racing","","PC"
"WRC 2: FIA World Rally Championship",2011,"Racing","","PS3"
"WRC 2: FIA World Rally Championship",2011,"Racing","","X360"
"WRC 5: FIA World Rally Championship",2015,"Sports","","PS3"
"WRC 5: FIA World Rally Championship",2015,"Sports","","PS4"
"WRC 5: FIA World Rally Championship",2015,"Sports","","PSV"
"WRC 5: FIA World Rally Championship",2015,"Sports","","XOne"
"WRC: FIA World Rally Championship",0,"Racing","RP","PC"
"WRC: FIA World Rally Championship",0,"Racing","","PS3"
"WRC: FIA World Rally Championship",2005,"Racing","E","PSP"
"WRC: FIA World Rally Championship",0,"Racing","E10+","X360"
"WRC: World Rally Championship",2001,"Racing","","PS2"
"Wreckin Crew",1998,"Racing","","PS"
"Wrecking Crew",1985,"Platform","","NES"
"Wreckless: ThE YaKuza MisSiOns",2002,"Racing","T","GC"
"Wreckless: ThE YaKuza MisSiOns",2002,"Racing","T","PS2"
"Wreckless: ThE YaKuza MisSiOns",2002,"Racing","T","XB"
"Wrestle Angels: Survivor 2",2008,"Fighting","","PS2"
"Wrestle Kingdom",2006,"Fighting","","PS2"
"Wrestle Kingdom 2: Pro Wrestling Sekai Taisen",2007,"Fighting","","PS2"
"Writing and Speaking Beautiful Japanese DS",0,"Misc","","DS"
"WSC REAL 09: World Snooker Championship",2009,"Sports","","PS3"
"WSC Real 11: World Snooker Championship",2011,"Sports","","PS3"
"WSC Real 11: World Snooker Championship",2011,"Sports","","X360"
"WTA Tour Tennis",2002,"Sports","E","GBA"
"WTA Tour Tennis",2001,"Sports","E","PS2"
"WTA Tour Tennis",2002,"Sports","E","XB"
"WTF: Work Time Fun",2005,"Puzzle","","PSP"
"Wu-Tang: Shaolin Style",1998,"Fighting","","PS"
"WWE '12",2011,"Fighting","T","PS3"
"WWE '12",2011,"Fighting","T","Wii"
"WWE '12",2011,"Fighting","T","X360"
"WWE '13",2012,"Action","T","PS3"
"WWE '13",2012,"Action","T","Wii"
"WWE '13",2012,"Action","T","X360"
"WWE 2K14",2013,"Sports","T","PS3"
"WWE 2K14",2013,"Sports","T","X360"
"WWE 2K15",2014,"Sports","T","PS3"
"WWE 2K15",2014,"Sports","T","PS4"
"WWE 2K15",2014,"Sports","T","X360"
"WWE 2K15",2014,"Sports","T","XOne"
"WWE 2K16",2015,"Sports","T","PS3"
"WWE 2K16",2015,"Sports","T","PS4"
"WWE 2K16",2015,"Sports","T","X360"
"WWE 2K16",2015,"Sports","T","XOne"
"WWE 2K17",2016,"Sports","T","PS3"
"WWE 2K17",2016,"Sports","T","PS4"
"WWE 2K17",2016,"Sports","T","X360"
"WWE 2K17",2016,"Sports","T","XOne"
"WWE All Stars",2011,"Fighting","T","3DS"
"WWE All Stars",2011,"Fighting","T","PS2"
"WWE All Stars",2011,"Fighting","T","PS3"
"WWE All Stars",2011,"Fighting","T","PSP"
"WWE All Stars",2011,"Fighting","T","Wii"
"WWE All Stars",2011,"Fighting","T","X360"
"WWE Crush Hour",2003,"Racing","T","GC"
"WWE Crush Hour",2003,"Racing","T","PS2"
"WWE Day of Reckoning",2004,"Fighting","T","GC"
"WWE Day of Reckoning 2",2005,"Fighting","T","GC"
"WWE Raw 2",2003,"Fighting","T","XB"
"WWE Road to WrestleMania X8",2002,"Fighting","E","GBA"
"WWE SmackDown vs Raw 2008",2007,"Fighting","T","DS"
"WWE SmackDown vs Raw 2008",2007,"Fighting","T","PS2"
"WWE SmackDown vs Raw 2008",2007,"Fighting","T","PS3"
"WWE SmackDown vs Raw 2008",2007,"Fighting","T","PSP"
"WWE SmackDown vs Raw 2008",2007,"Fighting","T","Wii"
"WWE SmackDown vs Raw 2008",2007,"Fighting","T","X360"
"Zero4 Champ RR",1994,"Sports","","SNES"
"wwe Smackdown vs. Raw 2006",0,"Fighting","","PS2"
"WWE SmackDown vs. RAW 2007",2006,"Fighting","T","PS2"
"WWE SmackDown vs. RAW 2007",2006,"Fighting","T","PSP"
"WWE SmackDown vs. RAW 2007",2006,"Fighting","T","X360"
"WWE SmackDown vs. Raw 2009",2008,"Fighting","T","DS"
"WWE SmackDown vs. Raw 2009",2008,"Fighting","T","PS2"
"WWE SmackDown vs. Raw 2009",2008,"Fighting","T","PS3"
"WWE SmackDown vs. Raw 2009",2008,"Fighting","T","PSP"
"WWE SmackDown vs. Raw 2009",2008,"Fighting","T","Wii"
"WWE SmackDown vs. Raw 2009",2008,"Fighting","T","X360"
"WWE SmackDown vs. Raw 2010",2009,"Fighting","T","DS"
"WWE SmackDown vs. Raw 2010",2009,"Fighting","T","PS2"
"WWE SmackDown vs. Raw 2010",2009,"Fighting","T","PS3"
"WWE SmackDown vs. Raw 2010",2009,"Fighting","T","PSP"
"WWE SmackDown vs. Raw 2010",2009,"Fighting","T","Wii"
"WWE SmackDown vs. Raw 2010",2009,"Fighting","T","X360"
"WWE SmackDown vs. Raw 2011",2010,"Fighting","T","PS2"
"WWE SmackDown vs. Raw 2011",2010,"Fighting","T","PS3"
"WWE SmackDown vs. Raw 2011",2010,"Fighting","T","PSP"
"WWE SmackDown vs. Raw 2011",2010,"Fighting","T","Wii"
"WWE SmackDown vs. Raw 2011",2010,"Fighting","T","X360"
"WWE SmackDown! Here Comes the Pain",2003,"Fighting","","PS2"
"WWE SmackDown! Shut Your Mouth",2002,"Sports","","PS2"
"WWE SmackDown! vs. Raw",2002,"Fighting","","PS2"
"WWE SmackDown! vs. RAW 2006",2005,"Fighting","","PS2"
"WWE SmackDown! vs. RAW 2006",2005,"Fighting","T","PSP"
"WWE Survivor Series",2004,"Fighting","T","GBA"
"WWE WrestleMania 21",2005,"Fighting","T","XB"
"WWE Wrestlemania X8",2002,"Fighting","T","GC"
"WWE Wrestlemania XIX",2003,"Fighting","T","GC"
"WWF Attitude",1999,"Fighting","","N64"
"WWF Attitude",1998,"Fighting","","PS"
"WWF in Your House",1996,"Fighting","","PS"
"WWF No Mercy",2000,"Fighting","","N64"
"WWF Raw",2002,"Fighting","T","XB"
"WWF SmackDown!",2000,"Fighting","","PS"
"WWF SmackDown! 2: Know Your Role",2000,"Fighting","","PS"
"WWF SmackDown! Just Bring It",2001,"Fighting","","PS2"
"WWF War Zone",1998,"Fighting","","N64"
"WWF War Zone",1998,"Fighting","","PS"
"WWF WrestleMania 2000",1999,"Fighting","","N64"
"WWF Wrestlemania: The Arcade Game",1995,"Fighting","","PS"
"WWII Aces",2008,"Simulation","T","Wii"
"X-Blades",2009,"Action","M","PS3"
"X-Blades",2009,"Action","M","X360"
"X-COM: UFO Defense",1995,"Strategy","","PS"
"X-Man",1982,"Action","","2600"
"X-Men Legends",2004,"Role-Playing","T","GC"
"X-Men Legends",2004,"Role-Playing","T","PS2"
"X-Men Legends",2004,"Role-Playing","T","XB"
"X-Men Legends II: Rise of Apocalypse",2005,"Role-Playing","T","GC"
"X-Men Legends II: Rise of Apocalypse",2005,"Role-Playing","T","PS2"
"X-Men Legends II: Rise of Apocalypse",2005,"Role-Playing","T","PSP"
"X-Men Legends II: Rise of Apocalypse",2005,"Role-Playing","T","XB"
"X-Men Origins: Wolverine",2009,"Action","E10+","DS"
"X-Men Origins: Wolverine",2009,"Action","T","PS2"
"X-Men Origins: Wolverine",2009,"Action","T","PSP"
"X-Men Origins: Wolverine",2009,"Action","T","Wii"
"X-Men Origins: Wolverine - Uncaged Edition",2009,"Action","","PC"
"X-Men Origins: Wolverine - Uncaged Edition",2009,"Action","","PS3"
"X-Men Origins: Wolverine - Uncaged Edition",2009,"Action","","X360"
"X-Men vs. Street Fighter",1997,"Fighting","","PS"
"X-Men vs. Street Fighter",1997,"Fighting","","SAT"
"X-Men: Children of the Atom",1998,"Fighting","","PS"
"X-Men: Children of the Atom",1995,"Fighting","","SAT"
"X-Men: Destiny",2011,"Action","E10+","DS"
"X-Men: Destiny",2011,"Action","T","PS3"
"X-Men: Destiny",2011,"Action","T","Wii"
"X-Men: Destiny",2011,"Action","T","X360"
"X-Men: Mutant Academy 2",2001,"Fighting","T","PS"
"X-Men: Next Dimension",2002,"Fighting","T","GC"
"X-Men: Next Dimension",2002,"Fighting","T","PS2"
"X-Men: Next Dimension",2002,"Fighting","T","XB"
"X-Men: Reign of Apocalypse",2001,"Action","E","GBA"
"X-Men: The Official Game",2006,"Action","E10+","DS"
"X-Men: The Official Game",2006,"Action","E10+","GBA"
"X-Men: The Official Game",2006,"Action","T","GC"
"X-Men: The Official Game",2006,"Action","T","PS2"
"X-Men: The Official Game",2006,"Action","T","X360"
"X-Men: The Official Game",2006,"Action","T","XB"
"X-Plane 10 Global",2013,"Simulation","","PC"
"X Rebirth",2013,"Simulation","T","PC"
"X2: Wolverine's Revenge",2003,"Platform","E","GBA"
"X2: Wolverine's Revenge",2003,"Platform","T","GC"
"X2: Wolverine's Revenge",2003,"Platform","T","PS2"
"X2: Wolverine's Revenge",2003,"Platform","T","XB"
"X3: Terran Conflict",2008,"Simulation","T","PC"
"X3: Terran War Pack",2012,"Misc","","PC"
"XBLAZE Code: Embryo",2013,"Adventure","M","PS3"
"XBLAZE Code: Embryo",2013,"Adventure","M","PSV"
"Xblaze: Lost Memories",2015,"Adventure","M","PS3"
"Xblaze: Lost Memories",2015,"Adventure","M","PSV"
"Xbox Live Arcade Unplugged Volume 1",2006,"Misc","","X360"
"Xbox Music Mixer",2003,"Misc","E","XB"
"XCOM 2",2016,"Strategy","T","PC"
"XCOM 2",2016,"Strategy","T","PS4"
"XCOM 2",2016,"Strategy","T","XOne"
"XCOM: Enemy Unknown",2012,"Strategy","M","PC"
"XCOM: Enemy Unknown",2012,"Strategy","M","PS3"
"XCOM: Enemy Unknown",2012,"Strategy","M","X360"
"Xena: Warrior Princess",1998,"Adventure","","PS"
"Xena: Warrior Princess - The Talisman of Fate",1999,"Fighting","","N64"
"Xenoblade Chronicles",2015,"Role-Playing","","3DS"
"Xenoblade Chronicles",2010,"Role-Playing","T","Wii"
"Xenoblade Chronicles X",2015,"Role-Playing","T","WiiU"
"Xenogears",1998,"Role-Playing","T","PS"
"Xenosaga Episode I: Der Wille zur Macht",2002,"Role-Playing","T","PS2"
"Xenosaga Episode II: Jenseits von Gut und BÃ¶se",2004,"Role-Playing","","PS2"
"Zero4 Champ RR-Z",1995,"Racing","","SNES"
"Xenosaga Episode III: Also sprach Zarathustra",2006,"Role-Playing","T","PS2"
"Xenosaga IÂ·II",2006,"Role-Playing","","DS"
"Xevious",1984,"Shooter","","NES"
"Xevious 3D/G+",1997,"Shooter","","PS"
"XGIII: Extreme G Racing",2001,"Racing","E","GC"
"XGIII: Extreme G Racing",2001,"Racing","","PS2"
"XGRA: Extreme G-Racing Association",2004,"Racing","T","PS2"
"XGRA: Extreme G Racing Association",2003,"Racing","T","GC"
"XGRA: Extreme G Racing Association",2003,"Racing","T","PS2"
"XGRA: Extreme G Racing Association",2003,"Racing","T","XB"
"XI Coliseum",2006,"Puzzle","","PSP"
"Xiaolin Showdown",2006,"Action","E","DS"
"Xiaolin Showdown",2006,"Action","E10+","PSP"
"XIII",2003,"Shooter","M","GC"
"XIII",2003,"Shooter","M","PS2"
"XIII",2003,"Shooter","M","XB"
"XS Airboat Racing",2002,"Racing","","PS"
"XXX",2002,"Action","E","GBA"
"Yager",2003,"Shooter","T","XB"
"Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru",2013,"Adventure","","PSV"
"Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku",2016,"Adventure","","PSV"
"Yaiba: Ninja Gaiden Z",2014,"Action","M","PS3"
"Yaiba: Ninja Gaiden Z",2014,"Action","M","X360"
"Yakuman",1989,"Misc","","GB"
"Yakuza",2005,"Action","M","PS2"
"Yakuza",2012,"Action","","PS3"
"Yakuza 2",2006,"Adventure","M","PS2"
"Yakuza 3",2009,"Action","M","PS3"
"Yakuza 4",0,"Action","M","PS3"
"Yakuza 5",2012,"Action","M","PS3"
"Yakuza Kiwami",2016,"Adventure","","PS3"
"Yakuza Kiwami",2016,"Adventure","","PS4"
"Yakuza Zero: The Place of Oath",2015,"Action","","PS3"
"Yakuza Zero: The Place of Oath",2015,"Action","","PS4"
"Yakuza: Dead Souls",2011,"Shooter","M","PS3"
"Yakuza: Ishin",2014,"Action","","PS3"
"Yakuza: Ishin",2014,"Action","","PS4"
"Yamaha Supercross",2009,"Racing","E","DS"
"Yamaha Supercross",2009,"Racing","E","Wii"
"Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B",2007,"Misc","","DS"
"Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B",2007,"Misc","","DS"
"Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri",2006,"Misc","","PSP"
"Yamasa Digi World SP: Moeyo! Kung Fu Shukujo",2006,"Misc","","PS2"
"Yanya Caballista: City Skater",2001,"Sports","E","PS2"
"Yard Sale Hidden Treasures: Sunnyville",2010,"Puzzle","E10+","DS"
"Yars' Revenge",1982,"Shooter","","2600"
"Yarudora Series Vol. 2: Kisetsu wo Dakishimete",1998,"Adventure","","PS"
"Yarudora Series Vol.1: Double Cast",1998,"Adventure","","PS"
"Yattaman DS: BikkuriDokkiri Daisakusen da Koron",2008,"Action","","DS"
"Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron",2008,"Racing","","Wii"
"Yes! PreCure 5",2007,"Action","","DS"
"Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival",2008,"Action","","DS"
"Yggdra Union: We'll Never Fight Alone",2006,"Role-Playing","","GBA"
"Yggdra Union: We'll Never Fight Alone",2008,"Role-Playing","T","PSP"
"Yoake Yori Ruriiro na Portable",2010,"Adventure","","PSP"
"Yoake Yori Ruriiro na: Brighter than Dawning Blue",2006,"Adventure","","PS2"
"Yoga Wii",2009,"Sports","","Wii"
"Yogi Bear: The Video Game",2010,"Action","","DS"
"Yogi Bear: The Video Game",2010,"Action","E","Wii"
"Yokai Sangokushi",2016,"Action","","3DS"
"Yokai Watch",2013,"Role-Playing","","3DS"
"Yokai Watch 2 Ganso/Honke",2014,"Role-Playing","","3DS"
"Yokai Watch 2 Shinuchi",2014,"Role-Playing","","3DS"
"Yokai Watch 3",2016,"Action","","3DS"
"Yokai Watch Busters",2015,"Action","","3DS"
"YoKai Watch Dance: Just Dance Special Version",2015,"Misc","","WiiU"
"Yomawari",2015,"Adventure","","PSV"
"Yoostar on MTV",0,"Misc","T","X360"
"Yoostar2",2011,"Misc","T","PS3"
"Yoostar2",2011,"Misc","","X360"
"Yoru no Nai Kuni",2015,"Role-Playing","","PS3"
"Yoru no Nai Kuni",2015,"Role-Playing","","PS4"
"Yoru no Nai Kuni",2015,"Role-Playing","","PSV"
"Yoshi",1991,"Puzzle","","GB"
"Yoshi",1991,"Puzzle","","NES"
"Yoshi's Cookie",1992,"Puzzle","","GB"
"Yoshi's Cookie",1992,"Puzzle","","NES"
"Yoshi's Island DS",2006,"Platform","E","DS"
"Yoshi's New Island",2014,"Platform","E","3DS"
"Yoshi's Story",1997,"Platform","","N64"
"Yoshi's Woolly World",2015,"Platform","E","WiiU"
"Yoshi Topsy-Turvy",2004,"Platform","E","GBA"
"Yoshi Touch & Go",2005,"Platform","","DS"
"Yoshi Touch & Go (JP sales)",2005,"Platform","","DS"
"You're in the Movies",2008,"Misc","E","X360"
"You Don't Know Jack",2011,"Misc","T","DS"
"You Don't Know Jack",1995,"Misc","","PC"
"You Don't Know Jack",1999,"Misc","","PS"
"You Don't Know Jack",2011,"Misc","T","PS3"
"You Don't Know Jack",2011,"Misc","T","Wii"
"You Don't Know Jack",2011,"Misc","T","X360"
"You Don't Know Jack: Mock 2",2000,"Misc","E","PS"
"Young Justice: Legacy",2013,"Action","E10+","3DS"
"Young Justice: Legacy",2013,"Action","T","PS3"
"Young Justice: Legacy",2013,"Action","T","Wii"
"Young Justice: Legacy",2013,"Action","T","X360"
"Your Shape featuring Jenny McCarthy",2009,"Sports","E","Wii"
"Your Shape: Fitness Evolved",2010,"Sports","E","X360"
"Your Shape: Fitness Evolved 2012",2011,"Sports","E","X360"
"Your Shape: Fitness Evolved 2013",2012,"Action","E10+","WiiU"
"Yourself Fitness",2005,"Sports","","PS2"
"Yourself Fitness",2004,"Sports","","XB"
"Yowamushi Pedal",2015,"Action","","3DS"
"Ys I & II Chronicles",2009,"Role-Playing","","PSP"
"Ys Seven",2009,"Role-Playing","T","PSP"
"Ys VIII: Lacrimosa of Dana",2016,"Role-Playing","","PSV"
"Ys vs. Sora no Kiseki: Alternative Saga",2010,"Fighting","","PSP"
"Ys: Memories of Celceta",2012,"Action","T","PSV"
"Ys: The Ark of Napishtim",2005,"Role-Playing","T","PS2"
"Ys: The Ark of Napishtim",2006,"Role-Playing","E10+","PSP"
"Ys: The Oath in Felghana",2010,"Role-Playing","T","PSP"
"Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009",2009,"Action","","DS"
"Yu-Gi-Oh! 5D's Tag Force 4",2009,"Strategy","","PSP"
"Yu-Gi-Oh! 5D's Tag Force 5",2010,"Strategy","","PSP"
"Yu-Gi-Oh! 5D's Tag Force 6",2011,"Strategy","","PSP"
"Yu-Gi-Oh! 5D's Wheelie Breakers",2009,"Racing","","Wii"
"Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales)",0,"Racing","","Wii"
"Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia",2010,"Strategy","","DS"
"Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus",2011,"Strategy","","DS"
"Yu-Gi-Oh! 5D's: Duel Transer",2010,"Strategy","","Wii"
"Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005",2005,"Misc","","GBA"
"Yu-Gi-Oh! Capsule Monster Coliseum",2004,"Misc","","PS2"
"Yu-Gi-Oh! Dark Duel Stories",2000,"Misc","","GB"
"Yu-Gi-Oh! Destiny Board Traveler",2004,"Misc","","GBA"
"Yu-Gi-Oh! Double Pack",2006,"Role-Playing","","GBA"
"Yu-Gi-Oh! Duel Monsters",1998,"Strategy","","GB"
"Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories",1999,"Strategy","","GB"
"Yu-Gi-Oh! Dungeon Dice Monsters",2001,"Misc","","GBA"
"Yu-Gi-Oh! Forbidden Memories",1999,"Role-Playing","","PS"
"Yu-Gi-Oh! Forbidden Memories (JP sales)",1999,"Role-Playing","","PS"
"Yu-Gi-Oh! GX: Duel Academy",2005,"Misc","","GBA"
"Yu-Gi-Oh! GX: Spirit Caller (American Sales)",2006,"Misc","","DS"
"Yu-Gi-Oh! GX: Spirit Caller (Japan Sales)",2006,"Misc","","DS"
"Yu-Gi-Oh! GX: Tag Force",2006,"Strategy","","PSP"
"Yu-Gi-Oh! GX: Tag Force 2",2007,"Strategy","","PSP"
"Yu-Gi-Oh! GX: Tag Force 3",2008,"Strategy","","PSP"
"Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)",2007,"Strategy","","PS2"
"Yu-Gi-Oh! GX: The Beginning of Destiny (US sales)",2007,"Strategy","","PS2"
"Yu-Gi-Oh! Monster Capsule Breed & Battle",1998,"Role-Playing","","PS"
"Yu-Gi-Oh! Monster Capture GB",2000,"Role-Playing","","GB"
"Yu-Gi-Oh! Nightmare Troubadour (JP sales)",2005,"Action","","DS"
"Yu-Gi-Oh! Nightmare Troubadour (US sales)",2005,"Action","","DS"
"Yu-Gi-Oh! Reshef of Destruction",2003,"Strategy","","GBA"
"Yu-Gi-Oh! The Dawn of Destiny",2004,"Strategy","","XB"
"Yu-Gi-Oh! The Duelists of the Roses",2001,"Misc","","PS2"
"Yu-Gi-Oh! The Eternal Duelist Soul",2001,"Strategy","","GBA"
"Yu-Gi-Oh! The Eternal Duelist Soul (JP sales)",2001,"Misc","","GBA"
"Yu-Gi-Oh! The Falsebound Kingdom",2002,"Strategy","","GC"
"Yu-Gi-Oh! The Sacred Cards",2002,"Role-Playing","","GBA"
"Yu-Gi-Oh! The Sacred Cards (American and Others sales)",2002,"Role-Playing","","GBA"
"Yu-Gi-Oh! The Sacred Cards (JP weekly sales)",2002,"Role-Playing","","GBA"
"Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006",2006,"Misc","","GBA"
"Yu-Gi-Oh! World Championship 2007",2007,"Strategy","","DS"
"Yu-Gi-Oh! World Championship 2008",2007,"Strategy","","DS"
"Yu-Gi-Oh! World Championship Tournament 2004",2004,"Misc","","GBA"
"Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel",2003,"Misc","","GBA"
"Yu-Gi-Oh! Zexal World Duel Carnival",2013,"Misc","","3DS"
"Yu-Gi-Oh: Duel Monsters 4",2000,"Role-Playing","","GB"
"Yu Yu Hakusho Ghost Files: Spirit Detective",2003,"Action","","GBA"
"Yu Yu Hakusho: Dark Tournament",0,"Fighting","T","PS2"
"Yu Yu Hakusho: Tournament Tactics",2004,"Strategy","E","GBA"
"Yuki Yuna is a Hero: Memory of the Forest",2015,"Action","","PSV"
"Yume Neko DS",2008,"Simulation","","DS"
"Yumeiro Patissiere: My Sweets Cooking",2010,"Simulation","","DS"
"Yumi's Odd Odyssey",2013,"Platform","E","3DS"
"Yuu Yuu Hakusho",1993,"Fighting","","SNES"
"Yuu Yuu Hakusho 2: Kakutou no Sho",1994,"Fighting","","SNES"
"Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen",2006,"Action","","DS"
"Yuu Yuu Hakusho: Makyo Toitsusen",1994,"Fighting","","GEN"
"Yuugen Gaisha Brave Company",2011,"Strategy","","3DS"
"Yuusha no Kuse ni Namaikida Or 3D",2010,"Strategy","","PSP"
"Yuusha Shisu.",2016,"Role-Playing","","PSV"
"Zac to Ombra: Maboroshi no Yuuenchi",2010,"Adventure","","DS"
"Zack & Wiki: Quest for Barbaros' Treasure",2007,"Adventure","","Wii"
"Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS",2006,"Misc","","DS"
"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten",2007,"Misc","","DS"
"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe",2009,"Misc","","DS"
"Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou",2006,"Misc","","DS"
"Zangeki no Reginleiv",2010,"Action","","Wii"
"Zapper: One Wicked Cricket!",2002,"Platform","","GBA"
"Zapper: One Wicked Cricket!",2002,"Platform","","GC"
"Zapper: One Wicked Cricket!",2002,"Platform","","PS2"
"Zapper: One Wicked Cricket!",2002,"Platform","","XB"
"Zatch Bell! Electric Arena",2003,"Fighting","","GBA"
"Zatch Bell! Mamodo Battles",2005,"Fighting","","GC"
